  1398	0.20505	-117.733	33.4866	
  1399	0.21095	-117.733	33.4875	
  1400	0.1942	-117.734	33.4884	
  1401	0.1442	-117.735	33.4891	
  1402	0.13079	-117.736	33.4895	
  1403	0.11109	-117.737	33.4898	
  1404	0.11806	-117.738	33.4901	
  1405	0.11806	-117.738	33.4911	
  1406	0.13053	-117.738	33.492	
  1407	0.14034	-117.739	33.4928	
  1408	0.13668	-117.739	33.4937	
  1409	0.13668	-117.739	33.4947	
  1410	0.73202	-117.739	33.4954	
  1411	0.38665	-117.74	33.4961	
  1412	0.21718	-117.74	33.497	
  1413	0.21718	-117.741	33.4978	
  1414	0.21718	-117.741	33.4986	
  1415	0.10158	-117.742	33.4989	
  1416	0.10158	-117.743	33.4994	
  1417	0.10158	-117.744	33.5002	
  1419	0.098204	-117.745	33.5014	
  1420	0.12633	-117.746	33.5022	
  1421	0.16438	-117.747	33.5027	
  1422	0.19578	-117.747	33.5039	
  1423	0.19578	-117.747	33.5048	
  1424	0.19578	-117.748	33.5054	
  1425	0.19578	-117.749	33.5062	
  1426	0.19578	-117.749	33.507	
  1427	0.19578	-117.751	33.5073	
  1428	0.19578	-117.751	33.5081	
  1433	0.1473	-117.754	33.5119	
  1434	0.1473	-117.755	33.5126	
  1435	0.13949	-117.756	33.5133	
  1436	0.12389	-117.757	33.5137	
  1437	0.072173	-117.758	33.5137	
  1438	0.11022	-117.759	33.5146	
  1439	0.14623	-117.76	33.5148	
  1440	0.13484	-117.76	33.5153	
  1441	0.13484	-117.76	33.5161	
  1444	0.14358	-117.762	33.5185	
  1446	0.06886	-117.763	 33.52	
  1447	0.035365	-117.764	33.5205	
  1448	0.0018706	-117.765	33.5213	
  1449	0.093179	-117.765	33.5221	
  1450	0.093179	-117.766	33.5229	
  1451	0.093179	-117.766	33.5238	
  1452	0.093179	-117.767	33.5243	
  1453	0.020848	-117.768	33.5249	
  1454	0.020848	-117.769	33.5254	
  1455	0.020848	-117.77	33.526	
  1456	0.020848	-117.77	33.5267	
  1457	0.10542	-117.771	33.5273	
  1458	0.065625	-117.772	33.528	
  1463	0.065625	-117.776	33.5313	
  1464	0.077036	-117.776	33.5318	
  1466	0.077036	-117.778	33.5333	
  1467	0.077036	-117.778	33.5341	
  1469	0.077036	-117.779	33.5357	
  1470	0.06415	-117.78	33.5365	
  1474	0.06415	-117.782	33.5395	
  1481	0.070787	-117.788	33.5431	
  1482	0.072669	-117.789	33.543	
  1483	0.084553	-117.79	33.5435	
  1484	0.12783	-117.791	33.5436	
  1485	0.12121	-117.792	33.5432	
  1486	0.14135	-117.793	33.5444	
  1487	0.14559	-117.794	33.5449	
  1488	0.16368	-117.795	33.545	
  1489	0.16368	-117.796	33.5456	
  1490	0.16368	-117.797	33.5456	
  1492	0.19951	-117.799	33.5455	
  1493	0.071339	-117.8	33.5461	
  1496	0.053756	-117.803	33.5471	
  1497	0.056021	-117.804	33.5469	
  1498	0.056021	-117.805	33.5474	
  1499	0.058405	-117.806	33.5485	
  1500	0.068108	-117.807	33.5487	
  1507	0.077514	-117.812	33.5529	
  1508	0.09241	-117.814	33.5511	
  1511	0.1054	-117.816	33.5542	
  1512	0.1012	-117.817	33.5545	
  1513	0.10552	-117.818	33.5546	
  1514	0.10552	-117.82	33.5542	
  1515	0.10552	-117.819	33.5553	
  1516	0.10552	-117.82	33.5561	
  1517	0.10552	-117.818	33.5572	
  1518	0.067297	-117.819	33.5582	
  1519	0.015397	-117.82	33.5591	
  1520	0.03569	-117.821	33.5597	
  1523	0.019629	-117.823	33.5615	
  1524	0.017837	-117.824	33.5622	
  1525	0.14858	-117.825	33.5628	
  1526	0.14589	-117.826	33.5635	
  1527	0.085133	-117.826	33.5639	
  1528	0.078397	-117.827	33.5643	
  1529	0.099302	-117.828	33.5649	
  1530	0.1317	-117.83	33.5649	
  1531	0.13768	-117.831	33.5654	
  1532	0.083038	-117.831	33.5658	
  1533	0.087427	-117.832	33.566	
  1534	0.10286	-117.833	33.5667	
  1535	0.11032	-117.833	33.5675	
  1536	0.11032	-117.834	33.5682	
  1537	0.10316	-117.835	33.569	
  1538	0.10286	-117.835	33.5697	
  1539	0.20214	-117.836	33.5704	
  1540	0.29222	-117.837	33.5709	
  1541	0.16374	-117.837	33.5716	
  1542	0.070198	-117.838	33.5722	
  1543	0.052796	-117.839	33.5729	
  1548	0.29375	-117.843	33.576	
  1549	0.058775	-117.844	33.5764	
  1550	0.053038	-117.845	33.5769	
  1551	0.067476	-117.846	33.5774	
  1552	0.050099	-117.847	33.5779	
  1553	0.041886	-117.848	33.5782	
  1554	0.055599	-117.849	33.5786	
  1555	0.086616	-117.85	33.579	
  1556	0.15591	-117.851	33.5793	
  1557	0.1582	-117.852	33.5798	
  1558	0.17191	-117.853	 33.58	
  1559	0.17748	-117.853	33.5803	
  1560	0.15809	-117.854	33.581	
  1561	0.10054	-117.855	33.5815	
  1562	0.067798	-117.856	33.5822	
  1563	0.18687	-117.857	33.5827	
  1564	0.15933	-117.858	33.583	
  1565	0.097581	-117.859	33.5835	
  1566	0.13603	-117.86	33.5838	
  1567	0.16868	-117.861	33.584	
  1568	0.14831	-117.862	33.5844	
  1569	0.055113	-117.863	33.5846	
  1570	0.055113	-117.864	33.5849	
  1571	0.060708	-117.864	33.5861	
  1572	0.085934	-117.865	33.5865	
  1573	0.12941	-117.866	33.5873	
  1574	0.1615	-117.866	33.588	
  1575	0.13994	-117.867	33.5885	
  1576	0.13441	-117.868	33.5894	
  1578	0.15897	-117.87	33.5905	
  1579	0.16139	-117.871	33.5908	
  1580	0.15897	-117.871	33.5915	
  1581	0.18112	-117.872	33.5921	
  1582	0.15162	-117.872	33.5931	
